zone;week;climatic_year;cum_inflow_into_reservoirs;cum_nat_inflow_into_pump-storage_reservoirs
germany;45;2015;7.132;2.965
germany;45;2016;0.266;6.548
germany;45;2017;4.840;9.725
germany;46;1982;12.844;5.248
germany;46;1983;9.755;9.069
germany;46;1984;13.422;7.875
germany;46;1985;1.317;9.851
germany;46;1986;10.142;9.379
germany;46;1987;9.425;6.578
germany;46;1988;8.927;6.053
germany;46;1989;10.275;12.985
germany;46;1990;21.321;8.028
germany;46;1991;30.791;5.783
germany;46;1992;2.540;13.315
germany;46;1993;9.154;8.512
germany;46;1994;11.705;6.249
germany;46;1995;3.655;6.979
germany;46;1996;22.289;9.294
germany;46;1997;20.824;10.130
germany;46;1998;44.230;11.251
germany;46;1999;8.055;4.643
germany;46;2000;2.787;6.618
germany;46;2001;7.091;11.934
germany;46;2002;1.679;16.269
germany;46;2003;8.868;5.755
germany;46;2004;11.651;6.951
germany;46;2005;6.616;7.329
germany;46;2006;2.382;4.591
germany;46;2007;0.385;10.134
germany;46;2008;1.679;7.367
germany;46;2009;4.623;6.117
germany;46;2010;1.945;15.227
germany;46;2011;7.167;6.320
germany;46;2012;5.484;6.147
germany;46;2013;9.990;9.050
germany;46;2014;6.346;7.536
germany;46;2015;5.838;3.441
germany;46;2016;2.117;6.324
germany;46;2017;10.739;12.076
germany;47;1982;9.902;5.716
germany;47;1983;8.161;8.722
germany;47;1984;12.825;7.767
germany;47;1985;1.679;11.752
germany;47;1986;4.869;12.195
germany;47;1987;8.820;7.869
germany;47;1988;11.305;6.489
germany;47;1989;16.301;14.186
germany;47;1990;7.746;11.477
germany;47;1991;42.233;6.820
germany;47;1992;11.401;14.317
germany;47;1993;2.788;14.671
germany;47;1994;8.371;8.698
germany;47;1995;1.689;5.709
germany;47;1996;39.178;10.566
germany;47;1997;23.317;9.794
germany;47;1998;51.625;13.497
germany;47;1999;8.966;6.618
germany;47;2000;1.679;5.141
germany;47;2001;8.762;16.032
germany;47;2002;10.118;12.013
germany;47;2003;9.523;4.000
germany;47;2004;7.288;19.175
germany;47;2005;4.838;6.445
germany;47;2006;5.475;4.127
germany;47;2007;9.902;4.643
germany;47;2008;1.679;5.871
germany;47;2009;1.679;7.124
germany;47;2010;4.759;15.786
germany;47;2011;6.399;6.077
germany;47;2012;4.953;8.898
germany;47;2013;19.590;10.227
germany;47;2014;11.606;7.679
germany;47;2015;4.353;4.711
germany;47;2016;2.134;7.984
germany;47;2017;3.240;12.828
germany;48;1982;3.981;6.182
germany;48;1983;1.799;7.480
germany;48;1984;14.340;12.915
germany;48;1985;1.679;12.164
germany;48;1986;5.271;9.801
germany;48;1987;5.834;8.444
germany;48;1988;5.602;7.770
germany;48;1989;10.996;14.287
germany;48;1990;6.533;13.105
germany;48;1991;35.342;6.150
germany;48;1992;20.029;19.193
germany;48;1993;6.565;10.599
germany;48;1994;9.482;9.099
germany;48;1995;4.552;5.736
germany;48;1996;22.609;10.938
germany;48;1997;18.919;10.100
germany;48;1998;41.814;12.896
germany;48;1999;5.443;7.450
germany;48;2000;1.679;4.295
germany;48;2001;10.749;23.009
germany;48;2002;1.679;11.238
germany;48;2003;4.199;4.211
germany;48;2004;1.167;14.714
germany;48;2005;7.945;7.883
germany;48;2006;8.970;7.574
germany;48;2007;16.419;4.134
germany;48;2008;1.180;7.591
germany;48;2009;0.152;7.635
germany;48;2010;3.861;9.309
germany;48;2011;5.850;5.787
germany;48;2012;6.631;9.889
germany;48;2013;23.605;10.335
germany;48;2014;5.756;8.420
germany;48;2015;4.546;4.466
germany;48;2016;0.798;8.613
germany;48;2017;1.924;9.482
germany;49;1982;9.048;6.061
germany;49;1983;18.026;3.917
germany;49;1984;16.262;7.817
germany;49;1985;1.679;12.537
germany;49;1986;9.365;10.799
germany;49;1987;10.213;6.819
germany;49;1988;4.643;10.924
germany;49;1989;17.287;12.919
germany;49;1990;21.864;16.159
germany;49;1991;29.294;8.542
germany;49;1992;18.242;14.011
germany;49;1993;6.197;8.703
germany;49;1994;14.094;9.297
germany;49;1995;4.967;7.818
germany;49;1996;21.654;11.694
germany;49;1997;26.806;10.554
germany;49;1998;34.322;13.955
germany;49;1999;1.489;6.725
germany;49;2000;5.376;4.658
germany;49;2001;17.888;15.146
germany;49;2002;1.410;11.198
germany;49;2003;7.325;4.208
germany;49;2004;5.430;11.071
germany;49;2005;7.263;7.018
germany;49;2006;2.898;8.129
germany;49;2007;6.795;7.232
germany;49;2008;2.179;9.507
germany;49;2009;0.242;9.014
germany;49;2010;10.732;10.779
germany;49;2011;5.052;5.505
germany;49;2012;7.496;12.213
germany;49;2013;16.503;10.607
germany;49;2014;2.909;9.153
germany;49;2015;3.124;12.363
germany;49;2016;2.018;7.727
germany;49;2017;8.889;13.036
germany;50;1982;12.926;7.087
germany;50;1983;11.096;6.598
germany;50;1984;22.455;6.149
germany;50;1985;1.679;16.936
germany;50;1986;10.332;10.383
germany;50;1987;15.832;6.035
germany;50;1988;4.658;16.723
germany;50;1989;16.199;11.241
germany;50;1990;20.147;18.152
germany;50;1991;26.244;9.327
germany;50;1992;27.527;19.030
germany;50;1993;6.772;9.989
germany;50;1994;15.205;10.095
germany;50;1995;6.685;9.331
germany;50;1996;24.442;6.781
germany;50;1997;29.804;11.464
germany;50;1998;21.799;14.580
germany;50;1999;1.679;4.309
germany;50;2000;2.356;7.004
germany;50;2001;24.987;14.244
germany;50;2002;12.627;12.045
germany;50;2003;7.334;4.995
germany;50;2004;12.909;11.635
germany;50;2005;8.343;8.152
germany;50;2006;4.063;8.807
germany;50;2007;19.389;6.810
germany;50;2008;2.454;11.062
germany;50;2009;4.819;11.011
germany;50;2010;8.730;11.118
germany;50;2011;3.510;4.338
germany;50;2012;10.779;12.067
germany;50;2013;12.847;9.282
germany;50;2014;1.679;7.201
germany;50;2015;5.931;7.136
germany;50;2016;2.536;8.016
germany;50;2017;5.331;13.799
germany;51;1982;32.201;5.132
germany;51;1983;5.322;8.250
germany;51;1984;19.161;6.176
germany;51;1985;1.679;19.768
germany;51;1986;12.344;16.068
germany;51;1987;18.667;8.440
germany;51;1988;11.071;13.024
germany;51;1989;37.529;11.085
germany;51;1990;16.735;14.283
germany;51;1991;32.959;16.412
germany;51;1992;28.167;17.243
germany;51;1993;1.679;19.049
germany;51;1994;13.594;9.639
germany;51;1995;7.054;9.155
germany;51;1996;24.127;4.815
germany;51;1997;32.620;16.149
germany;51;1998;18.297;4.723
germany;51;1999;1.679;12.587
germany;51;2000;0.335;7.267
germany;51;2001;22.988;14.600
germany;51;2002;18.775;13.209
germany;51;2003;7.110;6.813
germany;51;2004;12.225;13.962
germany;51;2005;10.920;7.633
germany;51;2006;0.651;12.577
germany;51;2007;25.027;8.163
germany;51;2008;7.048;12.900
germany;51;2009;11.165;6.374
germany;51;2010;8.658;12.622
germany;51;2011;1.857;7.258
germany;51;2012;4.660;13.328
germany;51;2013;8.662;9.446
germany;51;2014;1.679;6.797
germany;51;2015;4.489;8.849
germany;51;2016;3.052;8.387
germany;51;2017;6.483;12.468
germany;52;1982;41.028;5.274
germany;52;1983;15.414;8.581
germany;52;1984;36.733;7.373
germany;52;1985;1.679;23.709
germany;52;1986;9.527;11.889
germany;52;1987;23.064;7.520
germany;52;1988;20.995;18.376
germany;52;1989;38.479;18.826
germany;52;1990;34.770;20.131
germany;52;1991;97.226;19.284
germany;52;1992;28.354;10.440
germany;52;1993;29.789;20.384
germany;52;1994;15.017;10.118
germany;52;1995;3.100;10.604
germany;52;1996;21.479;2.674
germany;52;1997;37.203;11.559
germany;52;1998;15.022;8.659
germany;52;1999;1.679;8.525
germany;52;2000;7.079;4.620
germany;52;2001;20.060;16.110
germany;52;2002;32.777;14.188
germany;52;2003;6.931;4.355
germany;52;2004;9.185;13.544
germany;52;2005;6.839;9.521
germany;52;2006;3.758;10.786
germany;52;2007;18.254;9.143
germany;52;2008;10.795;12.709
germany;52;2009;17.681;8.058
germany;52;2010;10.173;11.692
germany;52;2011;1.739;10.433
germany;52;2012;3.192;20.515
germany;52;2013;16.030;6.396
germany;52;2014;1.362;1.366
germany;52;2015;7.649;4.314
germany;52;2016;1.774;7.840
germany;52;2017;11.484;11.513
germany;53;1984;22.234;5.201
germany;53;1989;72.529;12.878
germany;53;1995;5.731;6.761
germany;53;2000;8.955;5.333
germany;53;2006;8.451;10.586
germany;53;2012;13.879;17.713
germany;53;2017;17.380;8.704
iberian-peninsula;1;1982;1549.628;874.896
iberian-peninsula;1;1983;564.694;25.693
iberian-peninsula;1;1984;831.546;61.856
iberian-peninsula;1;1985;581.755;122.868
iberian-peninsula;1;1986;504.130;45.295
iberian-peninsula;1;1987;300.897;7.286
iberian-peninsula;1;1988;791.416;137.561
iberian-peninsula;1;1989;254.759;8.861
iberian-peninsula;1;1990;2200.408;46.607
iberian-peninsula;1;1991;520.190;84.308
iberian-peninsula;1;1992;252.399;23.809
iberian-peninsula;1;1993;424.281;20.670
iberian-peninsula;1;1994;867.225;180.114
iberian-peninsula;1;1995;593.940;111.969
iberian-peninsula;1;1996;2139.186;229.110
iberian-peninsula;1;1997;2191.631;98.616
iberian-peninsula;1;1998;1896.701;35.856
iberian-peninsula;1;1999;336.742;28.731
iberian-peninsula;1;2000;372.724;1.996
iberian-peninsula;1;2001;2143.707;260.322
iberian-peninsula;1;2002;238.742;31.319
iberian-peninsula;1;2003;1435.753;194.757
iberian-peninsula;1;2004;769.218;69.013
iberian-peninsula;1;2005;273.239;17.527
iberian-peninsula;1;2006;373.861;23.710
iberian-peninsula;1;2007;619.962;28.687
iberian-peninsula;1;2008;325.096;32.597
iberian-peninsula;1;2009;362.663;71.342
iberian-peninsula;1;2010;1070.600;98.968
iberian-peninsula;1;2011;998.401;234.641
iberian-peninsula;1;2012;312.229;5.772
iberian-peninsula;1;2013;480.853;67.591
iberian-peninsula;1;2014;1009.862;238.499
iberian-peninsula;1;2015;642.901;31.015
iberian-peninsula;1;2016;983.165;347.081
iberian-peninsula;1;2017;219.232;3.754
iberian-peninsula;2;1982;769.164;10.180
iberian-peninsula;2;1983;392.026;21.455
iberian-peninsula;2;1984;647.740;62.261
iberian-peninsula;2;1985;569.535;116.462
iberian-peninsula;2;1986;589.467;82.564
iberian-peninsula;2;1987;356.711;44.688
iberian-peninsula;2;1988;690.356;120.111
iberian-peninsula;2;1989;205.493;5.147
iberian-peninsula;2;1990;1968.380;108.163
iberian-peninsula;2;1991;759.226;71.306
iberian-peninsula;2;1992;261.517;35.024
iberian-peninsula;2;1993;361.108;39.323
iberian-peninsula;2;1994;979.308;183.710
iberian-peninsula;2;1995;685.020;106.541
iberian-peninsula;2;1996;2853.112;259.865
iberian-peninsula;2;1997;3373.970;137.765
iberian-peninsula;2;1998;1540.935;112.122
iberian-peninsula;2;1999;306.364;4.887
iberian-peninsula;2;2000;355.559;49.439
iberian-peninsula;2;2001;2805.888;287.808
iberian-peninsula;2;2002;262.850;21.230
iberian-peninsula;2;2003;1386.905;102.015
iberian-peninsula;2;2004;770.527;71.240
iberian-peninsula;2;2005;326.724;8.204
iberian-peninsula;2;2006;466.547;28.941
iberian-peninsula;2;2007;551.921;32.411
iberian-peninsula;2;2008;306.991;31.117
iberian-peninsula;2;2009;384.307;73.752
iberian-peninsula;2;2010;1766.720;190.869
iberian-peninsula;2;2011;1128.353;203.650
iberian-peninsula;2;2012;296.321;16.331
iberian-peninsula;2;2013;379.253;38.984
iberian-peninsula;2;2014;1201.225;156.082
iberian-peninsula;2;2015;585.819;23.207
iberian-peninsula;2;2016;1091.423;259.640
iberian-peninsula;2;2017;252.111;12.020
iberian-peninsula;3;1982;973.078;90.296
iberian-peninsula;3;1983;332.396;22.064
iberian-peninsula;3;1984;656.799;74.468
iberian-peninsula;3;1985;579.479;146.781
iberian-peninsula;3;1986;506.866;74.812
iberian-peninsula;3;1987;483.835;29.483
iberian-peninsula;3;1988;616.352;109.520
iberian-peninsula;3;1989;186.554;4.802
iberian-peninsula;3;1990;1281.411;99.492
iberian-peninsula;3;1991;725.487;76.305
iberian-peninsula;3;1992;211.568;2.640
iberian-peninsula;3;1993;310.612;26.888
iberian-peninsula;3;1994;937.116;154.698
iberian-peninsula;3;1995;781.343;129.705
iberian-peninsula;3;1996;2472.023;167.609
iberian-peninsula;3;1997;2394.265;118.775
iberian-peninsula;3;1998;1318.857;109.647
iberian-peninsula;3;1999;385.075;38.444
iberian-peninsula;3;2000;239.236;42.842
iberian-peninsula;3;2001;2083.415;281.349
iberian-peninsula;3;2002;234.022;24.927
iberian-peninsula;3;2003;1177.399;135.304
iberian-peninsula;3;2004;731.641;58.911
iberian-peninsula;3;2005;198.911;5.347
iberian-peninsula;3;2006;338.294;5.598
iberian-peninsula;3;2007;478.756;24.082
iberian-peninsula;3;2008;352.612;38.844
iberian-peninsula;3;2009;392.426;73.327
iberian-peninsula;3;2010;1858.540;130.477
iberian-peninsula;3;2011;1306.690;113.626
iberian-peninsula;3;2012;288.352;8.156
iberian-peninsula;3;2013;766.706;193.268
iberian-peninsula;3;2014;1148.583;158.298
iberian-peninsula;3;2015;508.922;40.369
iberian-peninsula;3;2016;1240.242;170.218
iberian-peninsula;3;2017;191.326;3.920
iberian-peninsula;4;1982;851.038;71.117
iberian-peninsula;4;1983;322.554;25.889
iberian-peninsula;4;1984;651.752;80.650
iberian-peninsula;4;1985;1251.975;164.132
iberian-peninsula;4;1986;461.984;75.969
iberian-peninsula;4;1987;448.092;4.215
iberian-peninsula;4;1988;828.971;130.044
iberian-peninsula;4;1989;219.869;4.651
iberian-peninsula;4;1990;958.645;98.900
iberian-peninsula;4;1991;1293.550;88.808
iberian-peninsula;4;1992;277.823;6.795
iberian-peninsula;4;1993;315.191;20.585
iberian-peninsula;4;1994;771.921;141.657
iberian-peninsula;4;1995;706.893;140.060
iberian-peninsula;4;1996;3507.564;281.164
iberian-peninsula;4;1997;3018.729;117.137
iberian-peninsula;4;1998;1197.451;116.314
iberian-peninsula;4;1999;352.009;3.919
iberian-peninsula;4;2000;248.874;48.213
iberian-peninsula;4;2001;1712.759;304.437
iberian-peninsula;4;2002;281.175;35.443
iberian-peninsula;4;2003;1343.349;160.709
iberian-peninsula;4;2004;760.033;68.248
iberian-peninsula;4;2005;214.887;5.122
iberian-peninsula;4;2006;282.652;22.568
iberian-peninsula;4;2007;358.618;45.316
iberian-peninsula;4;2008;318.909;37.243
iberian-peninsula;4;2009;388.642;73.956
iberian-peninsula;4;2010;1484.963;80.975
iberian-peninsula;4;2011;1054.498;91.642
iberian-peninsula;4;2012;239.954;5.640
iberian-peninsula;4;2013;1134.966;142.301
iberian-peninsula;4;2014;1134.134;132.564
iberian-peninsula;4;2015;473.994;34.822
iberian-peninsula;4;2016;1233.322;282.282
iberian-peninsula;4;2017;310.006;4.099
iberian-peninsula;5;1982;733.732;63.985
iberian-peninsula;5;1983;327.888;33.540
iberian-peninsula;5;1984;761.007;71.784
iberian-peninsula;5;1985;1207.991;156.234
iberian-peninsula;5;1986;683.882;127.387
iberian-peninsula;5;1987;541.249;71.682
iberian-peninsula;5;1988;1032.298;136.224
iberian-peninsula;5;1989;234.408;5.031
iberian-peninsula;5;1990;973.816;102.338
iberian-peninsula;5;1991;1092.566;71.222
iberian-peninsula;5;1992;277.734;5.607
iberian-peninsula;5;1993;327.902;20.900
iberian-peninsula;5;1994;632.901;97.484
iberian-peninsula;5;1995;740.909;115.677
iberian-peninsula;5;1996;3202.915;121.891
iberian-peninsula;5;1997;2401.260;36.145
iberian-peninsula;5;1998;1171.957;78.347
iberian-peninsula;5;1999;339.473;17.689
iberian-peninsula;5;2000;265.158;43.999
iberian-peninsula;5;2001;1815.506;223.189
iberian-peninsula;5;2002;300.458;34.553
iberian-peninsula;5;2003;1072.706;180.726
iberian-peninsula;5;2004;975.467;50.685
iberian-peninsula;5;2005;280.066;19.816
iberian-peninsula;5;2006;334.038;27.163
iberian-peninsula;5;2007;422.538;83.355
iberian-peninsula;5;2008;258.000;32.240
iberian-peninsula;5;2009;717.818;86.156
iberian-peninsula;5;2010;1028.613;122.912
iberian-peninsula;5;2011;973.161;83.249
iberian-peninsula;5;2012;243.564;13.791
iberian-peninsula;5;2013;888.941;91.120
iberian-peninsula;5;2014;1218.339;74.674
iberian-peninsula;5;2015;657.384;78.197
iberian-peninsula;5;2016;1097.681;204.591
iberian-peninsula;5;2017;332.989;3.637
iberian-peninsula;6;1982;597.826;37.056
iberian-peninsula;6;1983;326.560;35.160
iberian-peninsula;6;1984;683.246;55.444
iberian-peninsula;6;1985;1119.509;191.186
iberian-peninsula;6;1986;600.884;150.755
iberian-peninsula;6;1987;526.475;78.641
iberian-peninsula;6;1988;1129.363;128.680
iberian-peninsula;6;1989;255.644;5.485
iberian-peninsula;6;1990;989.984;80.706
iberian-peninsula;6;1991;563.563;64.133
iberian-peninsula;6;1992;240.820;17.973
iberian-peninsula;6;1993;798.200;30.683
iberian-peninsula;6;1994;568.590;80.026
iberian-peninsula;6;1995;651.798;112.886
iberian-peninsula;6;1996;1979.947;34.482
iberian-peninsula;6;1997;1878.168;67.458
iberian-peninsula;6;1998;1998.757;43.885
iberian-peninsula;6;1999;346.379;19.534
iberian-peninsula;6;2000;221.583;34.808
iberian-peninsula;6;2001;2201.728;244.350
iberian-peninsula;6;2002;357.389;47.163
iberian-peninsula;6;2003;1152.002;103.598
iberian-peninsula;6;2004;837.823;46.176
iberian-peninsula;6;2005;256.822;7.449
iberian-peninsula;6;2006;467.881;36.226
iberian-peninsula;6;2007;389.152;104.294
iberian-peninsula;6;2008;187.883;19.213
iberian-peninsula;6;2009;863.438;92.046
iberian-peninsula;6;2010;813.306;177.112
iberian-peninsula;6;2011;799.542;58.565
iberian-peninsula;6;2012;254.846;14.616
iberian-peninsula;6;2013;851.158;73.681
iberian-peninsula;6;2014;1450.610;288.607
iberian-peninsula;6;2015;843.282;7.698
iberian-peninsula;6;2016;1099.282;187.044
iberian-peninsula;6;2017;173.857;22.164
iberian-peninsula;7;1982;507.820;41.255
iberian-peninsula;7;1983;365.908;42.206
iberian-peninsula;7;1984;644.383;41.144
iberian-peninsula;7;1985;1368.897;20.386
iberian-peninsula;7;1986;673.788;163.992
iberian-peninsula;7;1987;607.643;84.850
iberian-peninsula;7;1988;901.871;60.129
iberian-peninsula;7;1989;264.167;14.138
iberian-peninsula;7;1990;930.718;88.070
iberian-peninsula;7;1991;325.670;53.585
iberian-peninsula;7;1992;210.520;2.964
iberian-peninsula;7;1993;879.794;36.654
iberian-peninsula;7;1994;568.125;75.442
iberian-peninsula;7;1995;650.815;140.881
iberian-peninsula;7;1996;1526.114;76.875
iberian-peninsula;7;1997;1718.766;69.337
iberian-peninsula;7;1998;1554.781;64.048
iberian-peninsula;7;1999;315.660;20.151
iberian-peninsula;7;2000;255.254;33.256
iberian-peninsula;7;2001;1939.667;67.055
iberian-peninsula;7;2002;285.504;39.914
iberian-peninsula;7;2003;1011.557;109.455
iberian-peninsula;7;2004;727.732;49.943
iberian-peninsula;7;2005;216.832;11.190
iberian-peninsula;7;2006;350.897;21.973
iberian-peninsula;7;2007;626.151;97.961
iberian-peninsula;7;2008;213.194;8.973
iberian-peninsula;7;2009;846.647;92.473
iberian-peninsula;7;2010;915.473;107.987
iberian-peninsula;7;2011;673.221;91.563
iberian-peninsula;7;2012;208.056;10.555
iberian-peninsula;7;2013;843.929;70.486
iberian-peninsula;7;2014;2077.810;278.472
iberian-peninsula;7;2015;836.962;42.149
iberian-peninsula;7;2016;1040.281;98.258
iberian-peninsula;7;2017;303.506;7.427
iberian-peninsula;8;1982;598.127;53.523
iberian-peninsula;8;1983;340.757;66.638
iberian-peninsula;8;1984;546.310;47.117
iberian-peninsula;8;1985;1294.722;140.788
iberian-peninsula;8;1986;1047.072;134.937
iberian-peninsula;8;1987;616.911;83.182
iberian-peninsula;8;1988;652.666;94.648
iberian-peninsula;8;1989;284.865;28.483
iberian-peninsula;8;1990;833.473;85.425
iberian-peninsula;8;1991;293.262;20.068
iberian-peninsula;8;1992;419.290;28.070
iberian-peninsula;8;1993;496.230;14.755
iberian-peninsula;8;1994;596.688;80.996
iberian-peninsula;8;1995;777.433;103.175
iberian-peninsula;8;1996;1388.469;104.444
iberian-peninsula;8;1997;1615.155;72.524
iberian-peninsula;8;1998;1200.111;56.605
iberian-peninsula;8;1999;311.213;21.640
iberian-peninsula;8;2000;324.309;34.101
iberian-peninsula;8;2001;1491.551;203.949
iberian-peninsula;8;2002;288.708;37.761
iberian-peninsula;8;2003;1051.254;96.778
iberian-peninsula;8;2004;531.181;46.970
iberian-peninsula;8;2005;240.436;13.493
iberian-peninsula;8;2006;246.037;3.882
iberian-peninsula;8;2007;743.310;83.801
iberian-peninsula;8;2008;298.115;26.585
iberian-peninsula;8;2009;745.065;91.073
iberian-peninsula;8;2010;1647.731;82.042
iberian-peninsula;8;2011;776.468;115.045
iberian-peninsula;8;2012;215.132;8.409
iberian-peninsula;8;2013;781.159;68.362
iberian-peninsula;8;2014;1832.419;205.780
iberian-peninsula;8;2015;957.744;44.931
iberian-peninsula;8;2016;1309.606;71.855
iberian-peninsula;8;2017;755.052;30.853
iberian-peninsula;9;1982;466.856;46.765
iberian-peninsula;9;1983;399.367;42.940
iberian-peninsula;9;1984;510.173;62.462
iberian-peninsula;9;1985;932.547;12.820
iberian-peninsula;9;1986;944.767;125.347
iberian-peninsula;9;1987;586.757;62.605
iberian-peninsula;9;1988;650.401;77.969
iberian-peninsula;9;1989;307.848;40.576
iberian-peninsula;9;1990;738.861;53.989
iberian-peninsula;9;1991;421.129;103.776
iberian-peninsula;9;1992;235.167;7.137
iberian-peninsula;9;1993;344.107;20.420
iberian-peninsula;9;1994;570.698;69.609
iberian-peninsula;9;1995;745.593;90.717
