zone;week;climatic_year;cum_inflow_into_reservoirs;cum_nat_inflow_into_pump-storage_reservoirs
iberian-peninsula;13;1990;555.328;38.808
iberian-peninsula;13;1991;741.899;72.671
iberian-peninsula;13;1992;229.111;34.109
iberian-peninsula;13;1993;216.508;12.474
iberian-peninsula;13;1994;371.535;7.636
iberian-peninsula;13;1995;426.610;63.608
iberian-peninsula;13;1996;1245.175;73.860
iberian-peninsula;13;1997;1103.901;41.778
iberian-peninsula;13;1998;679.859;59.941
iberian-peninsula;13;1999;370.920;41.153
iberian-peninsula;13;2000;257.071;26.910
iberian-peninsula;13;2001;1403.819;288.237
iberian-peninsula;13;2002;520.608;52.410
iberian-peninsula;13;2003;939.556;66.257
iberian-peninsula;13;2004;531.638;39.303
iberian-peninsula;13;2005;575.071;37.734
iberian-peninsula;13;2006;778.311;88.435
iberian-peninsula;13;2007;535.177;59.140
iberian-peninsula;13;2008;386.024;13.415
iberian-peninsula;13;2009;453.974;22.034
iberian-peninsula;13;2010;1241.151;181.114
iberian-peninsula;13;2011;856.552;62.228
iberian-peninsula;13;2012;267.861;7.113
iberian-peninsula;13;2013;1427.913;260.286
iberian-peninsula;13;2014;906.714;52.437
iberian-peninsula;13;2015;572.983;25.683
iberian-peninsula;13;2016;1136.400;276.255
iberian-peninsula;13;2017;282.028;36.587
iberian-peninsula;14;1982;487.728;23.569
iberian-peninsula;14;1983;481.530;93.359
iberian-peninsula;14;1984;559.324;69.743
iberian-peninsula;14;1985;732.519;76.692
iberian-peninsula;14;1986;548.990;34.913
iberian-peninsula;14;1987;506.975;77.776
iberian-peninsula;14;1988;452.791;37.678
iberian-peninsula;14;1989;282.200;28.820
iberian-peninsula;14;1990;407.198;37.455
iberian-peninsula;14;1991;569.375;35.851
iberian-peninsula;14;1992;324.731;38.561
iberian-peninsula;14;1993;198.119;18.237
iberian-peninsula;14;1994;418.959;25.551
iberian-peninsula;14;1995;366.828;24.950
iberian-peninsula;14;1996;1271.216;53.695
iberian-peninsula;14;1997;1022.905;33.831
iberian-peninsula;14;1998;739.191;108.876
iberian-peninsula;14;1999;265.714;19.894
iberian-peninsula;14;2000;272.732;87.407
iberian-peninsula;14;2001;1191.241;57.498
iberian-peninsula;14;2002;503.033;29.612
iberian-peninsula;14;2003;797.137;106.758
iberian-peninsula;14;2004;744.616;34.109
iberian-peninsula;14;2005;500.845;5.340
iberian-peninsula;14;2006;874.064;50.704
iberian-peninsula;14;2007;555.316;24.781
iberian-peninsula;14;2008;471.041;75.987
iberian-peninsula;14;2009;399.260;10.335
iberian-peninsula;14;2010;1054.339;35.536
iberian-peninsula;14;2011;920.511;40.554
iberian-peninsula;14;2012;272.703;5.746
iberian-peninsula;14;2013;1557.469;142.940
iberian-peninsula;14;2014;1219.663;22.154
iberian-peninsula;14;2015;526.892;7.236
iberian-peninsula;14;2016;977.994;56.711
iberian-peninsula;14;2017;193.452;19.219
iberian-peninsula;15;1982;343.919;4.729
iberian-peninsula;15;1983;501.601;84.514
iberian-peninsula;15;1984;624.529;63.939
iberian-peninsula;15;1985;928.920;48.658
iberian-peninsula;15;1986;445.467;34.672
iberian-peninsula;15;1987;681.302;63.949
iberian-peninsula;15;1988;667.830;45.427
iberian-peninsula;15;1989;299.346;47.966
iberian-peninsula;15;1990;400.741;39.286
iberian-peninsula;15;1991;506.674;37.351
iberian-peninsula;15;1992;312.956;32.721
iberian-peninsula;15;1993;228.679;25.877
iberian-peninsula;15;1994;377.515;19.215
iberian-peninsula;15;1995;287.371;6.551
iberian-peninsula;15;1996;1175.324;61.228
iberian-peninsula;15;1997;936.681;28.901
iberian-peninsula;15;1998;878.859;106.843
iberian-peninsula;15;1999;374.425;29.543
iberian-peninsula;15;2000;328.685;93.891
iberian-peninsula;15;2001;1066.690;81.336
iberian-peninsula;15;2002;378.679;28.436
iberian-peninsula;15;2003;836.086;113.790
iberian-peninsula;15;2004;645.614;29.577
iberian-peninsula;15;2005;402.643;9.947
iberian-peninsula;15;2006;760.621;49.493
iberian-peninsula;15;2007;442.361;26.370
iberian-peninsula;15;2008;397.685;69.398
iberian-peninsula;15;2009;538.742;21.088
iberian-peninsula;15;2010;957.323;54.641
iberian-peninsula;15;2011;826.512;29.650
iberian-peninsula;15;2012;210.932;7.876
iberian-peninsula;15;2013;1366.614;184.562
iberian-peninsula;15;2014;1247.123;29.207
iberian-peninsula;15;2015;511.031;6.966
iberian-peninsula;15;2016;1099.078;78.808
iberian-peninsula;15;2017;226.840;17.960
iberian-peninsula;16;1982;357.287;16.083
iberian-peninsula;16;1983;476.861;81.522
iberian-peninsula;16;1984;597.911;57.922
iberian-peninsula;16;1985;718.430;63.520
iberian-peninsula;16;1986;407.453;49.545
iberian-peninsula;16;1987;607.296;13.679
iberian-peninsula;16;1988;675.995;41.338
iberian-peninsula;16;1989;248.691;31.597
iberian-peninsula;16;1990;394.518;40.355
iberian-peninsula;16;1991;592.223;40.528
iberian-peninsula;16;1992;224.076;3.836
iberian-peninsula;16;1993;199.535;17.421
iberian-peninsula;16;1994;339.933;8.580
iberian-peninsula;16;1995;310.398;24.324
iberian-peninsula;16;1996;1073.578;57.417
iberian-peninsula;16;1997;903.280;26.357
iberian-peninsula;16;1998;754.330;109.976
iberian-peninsula;16;1999;345.661;25.797
iberian-peninsula;16;2000;596.218;116.023
iberian-peninsula;16;2001;893.741;98.482
iberian-peninsula;16;2002;308.190;17.303
iberian-peninsula;16;2003;1005.594;111.178
iberian-peninsula;16;2004;579.933;9.309
iberian-peninsula;16;2005;303.654;7.061
iberian-peninsula;16;2006;561.419;53.185
iberian-peninsula;16;2007;429.954;24.300
iberian-peninsula;16;2008;495.400;70.258
iberian-peninsula;16;2009;551.660;6.658
iberian-peninsula;16;2010;783.490;70.193
iberian-peninsula;16;2011;698.221;34.684
iberian-peninsula;16;2012;228.417;13.213
iberian-peninsula;16;2013;1171.474;41.939
iberian-peninsula;16;2014;1088.318;36.775
iberian-peninsula;16;2015;496.534;5.532
iberian-peninsula;16;2016;1017.395;98.918
iberian-peninsula;16;2017;266.535;26.450
iberian-peninsula;17;1982;316.624;10.759
iberian-peninsula;17;1983;626.255;99.544
iberian-peninsula;17;1984;585.559;58.061
iberian-peninsula;17;1985;656.810;54.264
iberian-peninsula;17;1986;437.466;50.936
iberian-peninsula;17;1987;646.046;53.157
iberian-peninsula;17;1988;793.639;33.169
iberian-peninsula;17;1989;260.062;34.020
iberian-peninsula;17;1990;447.025;42.674
iberian-peninsula;17;1991;491.476;37.805
iberian-peninsula;17;1992;246.429;29.033
iberian-peninsula;17;1993;236.410;27.155
iberian-peninsula;17;1994;305.583;29.117
iberian-peninsula;17;1995;330.954;28.426
iberian-peninsula;17;1996;1029.373;56.322
iberian-peninsula;17;1997;932.798;24.053
iberian-peninsula;17;1998;798.657;95.005
iberian-peninsula;17;1999;361.225;36.017
iberian-peninsula;17;2000;747.600;107.631
iberian-peninsula;17;2001;814.134;104.276
iberian-peninsula;17;2002;303.632;24.571
iberian-peninsula;17;2003;924.897;81.382
iberian-peninsula;17;2004;508.767;31.405
iberian-peninsula;17;2005;373.893;27.295
iberian-peninsula;17;2006;451.725;54.821
iberian-peninsula;17;2007;428.515;24.415
iberian-peninsula;17;2008;545.333;73.593
iberian-peninsula;17;2009;494.988;22.501
iberian-peninsula;17;2010;871.591;55.724
iberian-peninsula;17;2011;706.101;43.047
iberian-peninsula;17;2012;291.568;17.797
iberian-peninsula;17;2013;925.234;59.813
iberian-peninsula;17;2014;864.765;42.424
iberian-peninsula;17;2015;514.119;25.387
iberian-peninsula;17;2016;1259.609;111.767
iberian-peninsula;17;2017;274.833;14.976
iberian-peninsula;18;1982;306.027;8.103
iberian-peninsula;18;1983;809.799;78.389
iberian-peninsula;18;1984;652.989;43.270
iberian-peninsula;18;1985;590.722;25.814
iberian-peninsula;18;1986;380.451;33.203
iberian-peninsula;18;1987;594.034;39.560
iberian-peninsula;18;1988;656.190;59.014
iberian-peninsula;18;1989;229.156;16.705
iberian-peninsula;18;1990;405.855;18.610
iberian-peninsula;18;1991;426.801;27.304
iberian-peninsula;18;1992;330.336;16.980
iberian-peninsula;18;1993;215.358;6.985
iberian-peninsula;18;1994;254.698;49.614
iberian-peninsula;18;1995;263.279;14.271
iberian-peninsula;18;1996;899.380;47.742
iberian-peninsula;18;1997;822.862;37.815
iberian-peninsula;18;1998;848.290;61.005
iberian-peninsula;18;1999;391.563;14.212
iberian-peninsula;18;2000;822.783;70.864
iberian-peninsula;18;2001;955.003;66.971
iberian-peninsula;18;2002;253.029;5.670
iberian-peninsula;18;2003;951.430;59.558
iberian-peninsula;18;2004;582.323;16.758
iberian-peninsula;18;2005;340.983;19.193
iberian-peninsula;18;2006;381.720;20.956
iberian-peninsula;18;2007;504.915;22.094
iberian-peninsula;18;2008;442.577;35.144
iberian-peninsula;18;2009;542.937;16.690
iberian-peninsula;18;2010;784.533;43.341
iberian-peninsula;18;2011;636.559;34.138
iberian-peninsula;18;2012;414.397;52.267
iberian-peninsula;18;2013;859.794;53.403
iberian-peninsula;18;2014;684.887;30.782
iberian-peninsula;18;2015;579.169;55.557
iberian-peninsula;18;2016;1019.112;67.220
iberian-peninsula;18;2017;197.101;4.535
iberian-peninsula;19;1982;317.875;16.898
iberian-peninsula;19;1983;805.657;79.020
iberian-peninsula;19;1984;591.253;31.613
iberian-peninsula;19;1985;468.585;26.310
iberian-peninsula;19;1986;437.648;25.104
iberian-peninsula;19;1987;444.859;35.194
iberian-peninsula;19;1988;631.481;50.725
iberian-peninsula;19;1989;229.690;14.812
iberian-peninsula;19;1990;341.579;8.209
iberian-peninsula;19;1991;444.188;26.740
iberian-peninsula;19;1992;360.018;18.923
iberian-peninsula;19;1993;212.088;30.024
iberian-peninsula;19;1994;352.126;22.464
iberian-peninsula;19;1995;244.249;22.234
iberian-peninsula;19;1996;837.275;39.924
iberian-peninsula;19;1997;741.133;14.822
iberian-peninsula;19;1998;706.028;46.760
iberian-peninsula;19;1999;489.796;38.633
iberian-peninsula;19;2000;838.724;66.681
iberian-peninsula;19;2001;771.608;52.036
iberian-peninsula;19;2002;759.828;16.313
iberian-peninsula;19;2003;632.789;46.368
iberian-peninsula;19;2004;557.289;8.506
iberian-peninsula;19;2005;317.573;6.078
iberian-peninsula;19;2006;439.208;17.719
iberian-peninsula;19;2007;413.153;7.083
iberian-peninsula;19;2008;589.054;35.972
iberian-peninsula;19;2009;485.771;6.847
iberian-peninsula;19;2010;712.363;32.898
iberian-peninsula;19;2011;583.956;26.801
iberian-peninsula;19;2012;489.155;65.095
iberian-peninsula;19;2013;750.886;42.811
iberian-peninsula;19;2014;574.405;19.144
iberian-peninsula;19;2015;693.083;30.107
iberian-peninsula;19;2016;908.654;57.375
iberian-peninsula;19;2017;189.690;2.847
iberian-peninsula;20;1982;273.240;3.221
iberian-peninsula;20;1983;719.007;56.915
iberian-peninsula;20;1984;548.164;29.799
iberian-peninsula;20;1985;507.873;25.067
iberian-peninsula;20;1986;681.719;34.389
iberian-peninsula;20;1987;373.302;19.211
iberian-peninsula;20;1988;606.402;43.773
iberian-peninsula;20;1989;224.389;3.526
iberian-peninsula;20;1990;326.039;12.792
iberian-peninsula;20;1991;340.964;15.854
iberian-peninsula;20;1992;227.160;4.642
iberian-peninsula;20;1993;264.614;39.958
iberian-peninsula;20;1994;485.307;81.594
iberian-peninsula;20;1995;315.945;30.842
iberian-peninsula;20;1996;814.676;50.354
iberian-peninsula;20;1997;689.763;14.184
iberian-peninsula;20;1998;591.916;44.031
iberian-peninsula;20;1999;409.614;37.242
iberian-peninsula;20;2000;745.626;61.161
iberian-peninsula;20;2001;777.598;68.283
iberian-peninsula;20;2002;269.915;6.194
iberian-peninsula;20;2003;533.432;43.390
iberian-peninsula;20;2004;548.454;19.347
iberian-peninsula;20;2005;283.895;20.329
iberian-peninsula;20;2006;363.553;15.792
iberian-peninsula;20;2007;416.746;20.212
iberian-peninsula;20;2008;501.875;7.320
iberian-peninsula;20;2009;484.295;5.936
iberian-peninsula;20;2010;715.378;33.148
iberian-peninsula;20;2011;518.402;23.854
iberian-peninsula;20;2012;423.022;30.387
iberian-peninsula;20;2013;731.705;38.574
iberian-peninsula;20;2014;514.374;14.519
iberian-peninsula;20;2015;544.363;10.458
iberian-peninsula;20;2016;1109.600;76.331
iberian-peninsula;20;2017;228.776;16.612
iberian-peninsula;21;1982;315.061;7.899
iberian-peninsula;21;1983;645.027;81.229
iberian-peninsula;21;1984;690.228;37.978
iberian-peninsula;21;1985;557.571;26.681
iberian-peninsula;21;1986;701.457;25.738
iberian-peninsula;21;1987;324.142;22.927
iberian-peninsula;21;1988;610.641;49.259
iberian-peninsula;21;1989;229.702;9.555
iberian-peninsula;21;1990;299.153;11.035
iberian-peninsula;21;1991;378.794;12.160
iberian-peninsula;21;1992;224.456;4.326
iberian-peninsula;21;1993;360.527;47.009
iberian-peninsula;21;1994;804.088;70.547
iberian-peninsula;21;1995;281.773;2.953
iberian-peninsula;21;1996;854.111;43.659
iberian-peninsula;21;1997;702.425;30.981
iberian-peninsula;21;1998;558.893;7.600
iberian-peninsula;21;1999;433.674;34.997
iberian-peninsula;21;2000;579.147;59.570
iberian-peninsula;21;2001;730.547;52.125
iberian-peninsula;21;2002;273.998;20.090
iberian-peninsula;21;2003;500.185;43.540
iberian-peninsula;21;2004;486.710;10.271
iberian-peninsula;21;2005;333.978;6.873
iberian-peninsula;21;2006;366.667;19.266
iberian-peninsula;21;2007;574.502;22.510
iberian-peninsula;21;2008;426.707;42.797
iberian-peninsula;21;2009;425.531;6.295
iberian-peninsula;21;2010;666.784;35.344
iberian-peninsula;21;2011;453.176;18.507
iberian-peninsula;21;2012;327.896;5.076
iberian-peninsula;21;2013;639.503;34.948
iberian-peninsula;21;2014;470.604;26.422
iberian-peninsula;21;2015;460.566;8.559
iberian-peninsula;21;2016;931.192;56.414
iberian-peninsula;21;2017;168.840;3.666
iberian-peninsula;22;1982;275.854;4.640
iberian-peninsula;22;1983;495.775;69.838
iberian-peninsula;22;1984;647.750;43.629
iberian-peninsula;22;1985;661.384;29.454
iberian-peninsula;22;1986;427.421;6.217
iberian-peninsula;22;1987;359.986;22.371
iberian-peninsula;22;1988;577.552;42.752
iberian-peninsula;22;1989;242.744;4.450
iberian-peninsula;22;1990;273.404;4.518
iberian-peninsula;22;1991;418.745;18.767
iberian-peninsula;22;1992;198.796;3.078
iberian-peninsula;22;1993;386.077;32.632
iberian-peninsula;22;1994;763.877;40.697
iberian-peninsula;22;1995;286.655;3.812
iberian-peninsula;22;1996;818.289;33.470
iberian-peninsula;22;1997;738.535;37.835
iberian-peninsula;22;1998;666.074;40.933
iberian-peninsula;22;1999;353.709;22.699
iberian-peninsula;22;2000;386.657;40.308
iberian-peninsula;22;2001;659.094;40.720
iberian-peninsula;22;2002;252.592;12.306
iberian-peninsula;22;2003;493.982;29.709
iberian-peninsula;22;2004;560.974;15.160
iberian-peninsula;22;2005;273.292;3.369
iberian-peninsula;22;2006;328.266;6.938
iberian-peninsula;22;2007;654.388;13.039
iberian-peninsula;22;2008;459.622;10.409
iberian-peninsula;22;2009;388.897;6.113
iberian-peninsula;22;2010;575.304;25.534
iberian-peninsula;22;2011;433.096;14.525
iberian-peninsula;22;2012;328.087;18.397
iberian-peninsula;22;2013;536.879;22.121
iberian-peninsula;22;2014;445.859;19.901
iberian-peninsula;22;2015;440.552;8.134
iberian-peninsula;22;2016;736.436;44.315
iberian-peninsula;22;2017;203.433;4.915
iberian-peninsula;23;1982;274.989;6.504
iberian-peninsula;23;1983;419.032;24.852
iberian-peninsula;23;1984;601.691;33.879
iberian-peninsula;23;1985;643.250;33.531
iberian-peninsula;23;1986;382.607;5.660
iberian-peninsula;23;1987;379.922;7.426
iberian-peninsula;23;1988;496.671;31.126
iberian-peninsula;23;1989;249.640;3.782
iberian-peninsula;23;1990;279.796;4.048
iberian-peninsula;23;1991;434.522;9.936
iberian-peninsula;23;1992;234.883;9.683
iberian-peninsula;23;1993;280.954;22.040
iberian-peninsula;23;1994;433.787;14.397
iberian-peninsula;23;1995;293.782;3.977
iberian-peninsula;23;1996;695.956;22.120
iberian-peninsula;23;1997;811.005;50.657
iberian-peninsula;23;1998;700.246;35.609
iberian-peninsula;23;1999;343.421;5.941
iberian-peninsula;23;2000;309.544;11.681
iberian-peninsula;23;2001;554.013;21.271
iberian-peninsula;23;2002;275.655;13.026
iberian-peninsula;23;2003;449.506;16.327
iberian-peninsula;23;2004;401.161;8.239
iberian-peninsula;23;2005;258.209;4.767
iberian-peninsula;23;2006;314.927;7.371
iberian-peninsula;23;2007;433.522;7.078
iberian-peninsula;23;2008;546.521;23.108
iberian-peninsula;23;2009;359.254;10.893
iberian-peninsula;23;2010;547.852;20.450
iberian-peninsula;23;2011;317.250;10.320
iberian-peninsula;23;2012;289.516;3.550
iberian-peninsula;23;2013;633.690;17.186
iberian-peninsula;23;2014;436.968;16.886
iberian-peninsula;23;2015;427.873;8.609
iberian-peninsula;23;2016;592.193;23.681
iberian-peninsula;23;2017;233.052;6.080
iberian-peninsula;24;1982;299.062;10.274
iberian-peninsula;24;1983;475.370;21.278
iberian-peninsula;24;1984;505.657;10.894
iberian-peninsula;24;1985;514.096;25.632
iberian-peninsula;24;1986;419.989;9.305
iberian-peninsula;24;1987;368.165;9.629
iberian-peninsula;24;1988;501.052;35.867
iberian-peninsula;24;1989;253.698;7.645
iberian-peninsula;24;1990;292.813;3.559
iberian-peninsula;24;1991;395.173;5.771
iberian-peninsula;24;1992;327.423;5.032
iberian-peninsula;24;1993;267.658;20.913
iberian-peninsula;24;1994;332.258;12.913
iberian-peninsula;24;1995;323.187;8.692
iberian-peninsula;24;1996;674.507;20.817
iberian-peninsula;24;1997;771.032;13.876
iberian-peninsula;24;1998;583.135;32.472
iberian-peninsula;24;1999;322.942;4.298
iberian-peninsula;24;2000;321.149;3.273
iberian-peninsula;24;2001;482.258;22.222
iberian-peninsula;24;2002;248.882;19.972
iberian-peninsula;24;2003;457.530;15.772
iberian-peninsula;24;2004;342.071;7.147
iberian-peninsula;24;2005;259.966;5.518
iberian-peninsula;24;2006;318.595;7.635
iberian-peninsula;24;2007;422.924;22.881
iberian-peninsula;24;2008;317.152;9.494
iberian-peninsula;24;2009;336.522;2.595
iberian-peninsula;24;2010;399.234;30.024
iberian-peninsula;24;2011;312.442;5.788
iberian-peninsula;24;2012;292.041;10.040
iberian-peninsula;24;2013;618.620;23.938
iberian-peninsula;24;2014;473.315;8.196
iberian-peninsula;24;2015;443.976;7.985
iberian-peninsula;24;2016;530.881;23.198
iberian-peninsula;24;2017;227.914;7.607
iberian-peninsula;25;1982;287.975;9.809
iberian-peninsula;25;1983;376.537;21.969
iberian-peninsula;25;1984;464.453;19.078
iberian-peninsula;25;1985;475.968;25.750
iberian-peninsula;25;1986;399.531;5.627
iberian-peninsula;25;1987;323.553;6.523
iberian-peninsula;25;1988;475.296;29.434
iberian-peninsula;25;1989;259.417;4.765
iberian-peninsula;25;1990;294.396;4.167
iberian-peninsula;25;1991;381.684;6.461
iberian-peninsula;25;1992;224.435;2.616
iberian-peninsula;25;1993;279.579;17.260
iberian-peninsula;25;1994;327.050;8.037
iberian-peninsula;25;1995;319.316;4.306
iberian-peninsula;25;1996;576.484;20.166
iberian-peninsula;25;1997;624.386;30.651
iberian-peninsula;25;1998;529.133;28.357
iberian-peninsula;25;1999;314.207;5.201
iberian-peninsula;25;2000;437.547;7.118
iberian-peninsula;25;2001;520.530;21.412
iberian-peninsula;25;2002;243.022;3.914
iberian-peninsula;25;2003;435.812;14.161
iberian-peninsula;25;2004;320.802;7.695
iberian-peninsula;25;2005;272.757;3.837
iberian-peninsula;25;2006;329.436;6.698
iberian-peninsula;25;2007;389.362;5.866
iberian-peninsula;25;2008;333.664;19.688
iberian-peninsula;25;2009;347.200;12.600
iberian-peninsula;25;2010;390.775;23.065
iberian-peninsula;25;2011;307.470;4.755
iberian-peninsula;25;2012;324.444;4.743
iberian-peninsula;25;2013;551.780;21.588
iberian-peninsula;25;2014;464.000;16.538
iberian-peninsula;25;2015;334.629;5.715
iberian-peninsula;25;2016;516.817;23.012
iberian-peninsula;25;2017;263.655;7.468
iberian-peninsula;26;1982;275.722;4.647
iberian-peninsula;26;1983;369.173;25.367
iberian-peninsula;26;1984;445.385;23.109
iberian-peninsula;26;1985;439.588;22.317
iberian-peninsula;26;1986;378.291;5.190
iberian-peninsula;26;1987;347.141;7.427
iberian-peninsula;26;1988;465.238;33.809
iberian-peninsula;26;1989;270.091;9.157
iberian-peninsula;26;1990;313.806;4.828
iberian-peninsula;26;1991;349.815;4.993
iberian-peninsula;26;1992;239.023;3.406
iberian-peninsula;26;1993;268.314;18.194
iberian-peninsula;26;1994;306.878;7.077
iberian-peninsula;26;1995;287.442;6.139
iberian-peninsula;26;1996;572.864;19.528
iberian-peninsula;26;1997;619.538;32.878
iberian-peninsula;26;1998;480.701;21.592
iberian-peninsula;26;1999;321.927;9.774
iberian-peninsula;26;2000;275.371;10.535
iberian-peninsula;26;2001;489.312;24.176
iberian-peninsula;26;2002;247.843;7.626
iberian-peninsula;26;2003;440.405;18.159
iberian-peninsula;26;2004;342.834;6.228
iberian-peninsula;26;2005;278.991;3.969
iberian-peninsula;26;2006;302.297;5.212
iberian-peninsula;26;2007;478.612;19.853
iberian-peninsula;26;2008;363.842;17.977
iberian-peninsula;26;2009;329.997;5.063
iberian-peninsula;26;2010;457.599;21.104
iberian-peninsula;26;2011;333.821;6.847
iberian-peninsula;26;2012;341.182;3.144
iberian-peninsula;26;2013;460.517;12.200
iberian-peninsula;26;2014;462.165;16.177
iberian-peninsula;26;2015;419.718;7.359
iberian-peninsula;26;2016;480.411;24.149
iberian-peninsula;26;2017;263.003;7.962
iberian-peninsula;27;1982;278.630;5.010
iberian-peninsula;27;1983;335.907;9.982
iberian-peninsula;27;1984;395.901;8.014
iberian-peninsula;27;1985;316.297;10.110
iberian-peninsula;27;1986;369.708;6.277
iberian-peninsula;27;1987;329.911;6.770
iberian-peninsula;27;1988;535.310;34.540
iberian-peninsula;27;1989;267.066;4.815
iberian-peninsula;27;1990;320.434;4.646
iberian-peninsula;27;1991;356.287;4.574
iberian-peninsula;27;1992;224.935;1.876
iberian-peninsula;27;1993;272.980;2.510
iberian-peninsula;27;1994;315.286;7.403
iberian-peninsula;27;1995;286.741;5.876
iberian-peninsula;27;1996;523.070;14.863
iberian-peninsula;27;1997;522.186;9.701
iberian-peninsula;27;1998;422.198;13.037
iberian-peninsula;27;1999;320.775;6.018
iberian-peninsula;27;2000;269.975;5.883
iberian-peninsula;27;2001;394.533;5.977
iberian-peninsula;27;2002;249.580;8.854
iberian-peninsula;27;2003;399.800;13.630
iberian-peninsula;27;2004;328.294;8.179
iberian-peninsula;27;2005;248.361;5.222
iberian-peninsula;27;2006;324.546;5.808
iberian-peninsula;27;2007;407.223;8.025
iberian-peninsula;27;2008;316.971;6.896
iberian-peninsula;27;2009;327.783;4.524
iberian-peninsula;27;2010;420.565;12.307
iberian-peninsula;27;2011;336.011;6.987
iberian-peninsula;27;2012;255.082;4.413
iberian-peninsula;27;2013;454.500;9.772
iberian-peninsula;27;2014;383.952;19.020
iberian-peninsula;27;2015;402.340;7.992
iberian-peninsula;27;2016;476.306;21.214
iberian-peninsula;27;2017;229.469;6.083
iberian-peninsula;28;1982;283.147;5.674
iberian-peninsula;28;1983;336.746;11.192
iberian-peninsula;28;1984;385.324;6.983
iberian-peninsula;28;1985;322.731;7.583
iberian-peninsula;28;1986;327.212;5.593
iberian-peninsula;28;1987;306.609;8.694
iberian-peninsula;28;1988;453.804;21.833
iberian-peninsula;28;1989;239.534;4.570
iberian-peninsula;28;1990;326.023;5.433
iberian-peninsula;28;1991;341.756;4.617
iberian-peninsula;28;1992;226.077;2.358
iberian-peninsula;28;1993;281.800;3.160
iberian-peninsula;28;1994;308.996;5.817
iberian-peninsula;28;1995;284.407;4.394
iberian-peninsula;28;1996;490.023;9.860
iberian-peninsula;28;1997;562.992;13.590
iberian-peninsula;28;1998;425.651;11.752
iberian-peninsula;28;1999;300.884;5.982
iberian-peninsula;28;2000;264.239;5.452
iberian-peninsula;28;2001;429.954;14.942
iberian-peninsula;28;2002;230.984;4.263
iberian-peninsula;28;2003;404.989;12.262
iberian-peninsula;28;2004;337.466;5.913
iberian-peninsula;28;2005;258.880;4.686
iberian-peninsula;28;2006;315.553;6.247
iberian-peninsula;28;2007;448.756;11.805
iberian-peninsula;28;2008;297.940;7.412
iberian-peninsula;28;2009;319.044;3.652
iberian-peninsula;28;2010;432.138;11.054
iberian-peninsula;28;2011;292.491;5.117
iberian-peninsula;28;2012;241.457;4.183
iberian-peninsula;28;2013;435.676;9.656
iberian-peninsula;28;2014;395.577;11.765
iberian-peninsula;28;2015;398.589;8.166
iberian-peninsula;28;2016;460.188;11.633
iberian-peninsula;28;2017;225.143;6.334
iberian-peninsula;29;1982;279.038;5.561
iberian-peninsula;29;1983;325.357;12.453
iberian-peninsula;29;1984;338.208;7.032
iberian-peninsula;29;1985;340.695;10.235
iberian-peninsula;29;1986;295.520;6.357
iberian-peninsula;29;1987;296.199;5.488
iberian-peninsula;29;1988;478.959;25.197
iberian-peninsula;29;1989;243.491;4.305
iberian-peninsula;29;1990;333.439;5.774
iberian-peninsula;29;1991;331.023;5.232
iberian-peninsula;29;1992;247.819;2.785
iberian-peninsula;29;1993;316.395;9.121
iberian-peninsula;29;1994;320.103;5.711
iberian-peninsula;29;1995;298.728;5.474
iberian-peninsula;29;1996;525.471;13.347
iberian-peninsula;29;1997;564.574;9.636
iberian-peninsula;29;1998;427.865;8.172
iberian-peninsula;29;1999;308.001;5.813
iberian-peninsula;29;2000;238.987;3.519
iberian-peninsula;29;2001;410.352;14.737
iberian-peninsula;29;2002;228.320;5.492
iberian-peninsula;29;2003;387.157;13.807
iberian-peninsula;29;2004;330.838;7.478
iberian-peninsula;29;2005;247.540;5.433
iberian-peninsula;29;2006;303.528;6.206
iberian-peninsula;29;2007;423.090;10.532
iberian-peninsula;29;2008;283.115;5.738
iberian-peninsula;29;2009;305.516;5.685
iberian-peninsula;29;2010;418.942;10.229
iberian-peninsula;29;2011;309.199;4.673
iberian-peninsula;29;2012;259.716;4.629
iberian-peninsula;29;2013;399.460;10.932
iberian-peninsula;29;2014;428.470;13.786
iberian-peninsula;29;2015;392.858;8.170
iberian-peninsula;29;2016;436.419;19.408
iberian-peninsula;29;2017;245.011;6.317
iberian-peninsula;30;1982;289.919;5.624
iberian-peninsula;30;1983;308.672;12.296
iberian-peninsula;30;1984;332.135;6.960
iberian-peninsula;30;1985;342.630;12.728
iberian-peninsula;30;1986;274.896;8.761
iberian-peninsula;30;1987;296.160;5.279
iberian-peninsula;30;1988;429.019;25.134
iberian-peninsula;30;1989;237.968;4.828
iberian-peninsula;30;1990;331.424;4.341
iberian-peninsula;30;1991;327.370;5.133
iberian-peninsula;30;1992;242.131;2.920
iberian-peninsula;30;1993;294.515;7.969
iberian-peninsula;30;1994;303.986;7.535
iberian-peninsula;30;1995;295.079;5.587
iberian-peninsula;30;1996;393.641;9.610
iberian-peninsula;30;1997;568.196;13.161
iberian-peninsula;30;1998;421.505;8.991
iberian-peninsula;30;1999;283.855;5.877
iberian-peninsula;30;2000;267.618;5.697
iberian-peninsula;30;2001;446.060;8.793
iberian-peninsula;30;2002;230.550;5.421
iberian-peninsula;30;2003;400.872;15.560
iberian-peninsula;30;2004;310.604;6.328
iberian-peninsula;30;2005;256.895;5.564
iberian-peninsula;30;2006;285.718;5.452
iberian-peninsula;30;2007;423.763;11.034
iberian-peninsula;30;2008;313.064;6.180
iberian-peninsula;30;2009;294.532;3.295
